"symbol_hs","symbol_mm"
"ZPR1","Zpr1"
"APOA1","Apoa1"
"SIK3","Sik3"
"PAFAH1B2","Pafah1b2"
"SIDT2","Sidt2"
"TAGLN","Tagln"
"PCSK7","Pcsk7"
"RNF214","Rnf214"
"BACE1","Bace1"
"CEP164","Cep164"
"DSCAML1","Dscaml1"
"FXYD2","Fxyd2"
"FXYD6","Fxyd6"
"TMPRSS13","Tmprss13"
"IL10RA","Il10ra"
"TMPRSS4","Tmprss4"
"SCN4B","Scn4b"
"SCN2B","Scn2b"
"MPZL3","Mpzl3"
"MPZL2","Mpzl2"
"CD3E","Cd3e"
"CD3D","Cd3d"
"CD3G","Cd3g"
"UBE4A","Ube4a"
"KMT2A","Kmt2a"
"TTC36","Ttc36"
"TMEM25","Tmem25"
"IFT46","Ift46"
"ARCN1","Arcn1"
"PHLDB1","Phldb1"
"DDX6","Ddx6"
"CXCR5","Cxcr5"
"BCL9L","Bcl9l"
"TRAPPC4","Trappc4"
"SLC37A4","Slc37a4"
"HYOU1","Hyou1"
"VPS11","Vps11"
"HMBS","Hmbs"
"DPAGT1","Dpagt1"
"C2CD2L","C2cd2l"
"HINFP","Hinfp"
"ABCG4","Abcg4"
"NLRX1","Nlrx1"
"CCDC153","Ccdc153"
"CBL","Cbl"
"MCAM","Mcam"
"USP2","Usp2"
"THY1","Thy1"
"NECTIN1","Nectin1"
"TRIM29","Trim29"
"OAF","Oaf"
"POU2F3","Pou2f3"
"TLCD5","Tlcd5"
"ARHGEF12","Arhgef12"
"GRIK4","Grik4"
"TBCEL","Tbcel"
"TECTA","Tecta"
"SC5D","Sc5d"
"SORL1","Sorl1"
"UBASH3B","Ubash3b"
"CRTAM","Crtam"
"JHY","Jhy"
"HSPA8","Hspa8"
"CLMP","Clmp"
"GRAMD1B","Gramd1b"
"SCN3B","Scn3b"
"ZNF202","Zfp202"
"TBRG1","Tbrg1"
"SIAE","Siae"
"SPA17","Spa17"
"NRGN","Nrgn"
"VSIG2","Vsig2"
"ESAM","Esam"
"MSANTD2","Msantd2"
"ROBO3","Robo3"
"ROBO4","Robo4"
"CCDC15","Ccdc15"
"SLC37A2","Slc37a2"
"TMEM218","Tmem218"
"PKNOX2","Pknox2"
"FEZ1","Fez1"
"EI24","Ei24"
"STT3A","Stt3a"
"CHEK1","Chek1"
"HYLS1","Hyls1"
"PUS3","Pus3"
"VSIG10L2","Gm1113"
"CDON","Cdon"
"RPUSD4","Rpusd4"
"FAM118B","Fam118b"
"SRPRA","Srpr"
"FOXRED1","Foxred1"
"TIRAP","Tirap"
"DCPS","Dcps"
"ST3GAL4","St3gal4"
"ETS1","Ets1"
"FLI1","Fli1"
"KCNJ5","Kcnj5"
"ARHGAP32","Arhgap32"
"BARX2","Barx2"
"TMEM45B","Tmem45b"
"NFRKB","Nfrkb"
"PRDM10","Prdm10"
"APLP2","Aplp2"
"ST14","St14"
"ZBTB44","Zbtb44"
"ADAMTS8","Adamts8"
"ADAMTS15","Adamts15"
"SNX19","Snx19"
"NTM","Ntm"
"IGSF9B","Igsf9b"
"JAM3","Jam3"
"NCAPD3","Ncapd3"
"VPS26B","Vps26b"
"THYN1","Thyn1"
"ACAD8","Acad8"
"GLB1L3","Glb1l3"
"GLB1L2","Glb1l2"
"B3GAT1","B3gat1"
"IQSEC3","Iqsec3"
"SLC6A12","Slc6a12"
"SLC6A13","Slc6a13"
"KDM5A","Kdm5a"
"CCDC77","Ccdc77"
"B4GALNT3","B4galnt3"
"NINJ2","Ninj2"
"WNK1","Wnk1"
"RAD52","Rad52"
"ERC1","Erc1"
"WNT5B","Wnt5b"
"FBXL14","Fbxl14"
"ADIPOR2","Adipor2"
"CACNA2D4","Cacna2d4"
"DCP1B","Dcp1b"
"CACNA1C","Cacna1c"
"ITFG2","Itfg2"
"NRIP2","Nrip2"
"FOXM1","Foxm1"
"RHNO1","Rhno1"
"TULP3","Tulp3"
"TEAD4","Tead4"
"TSPAN9","Tspan9"
"PRMT8","Prmt8"
"CRACR2A","Cracr2a"
"PARP11","Parp11"
"CCND2","Ccnd2"
"TIGAR","Tigar"
"FGF23","Fgf23"
"C12orf4","D6Wsu163e"
"RAD51AP1","Rad51ap1"
"DYRK4","Dyrk4"
"AKAP3","Akap3"
"NDUFA9","Ndufa9"
"KCNA5","Kcna5"
"NTF3","Ntf3"
"ANO2","Ano2"
"VWF","Vwf"
"CD9","Cd9"
"PLEKHG6","Plekhg6"
"TNFRSF1A","Tnfrsf1a"
"SCNN1A","Scnn1a"
"LTBR","Ltbr"
"CD27","Cd27"
"TAPBPL","Tapbpl"
"VAMP1","Vamp1"
"MRPL51","Mrpl51"
"NCAPD2","Ncapd2"
"IFFO1","Iffo1"
"NOP2","Nop2"
"CHD4","Chd4"
"LPAR5","Lpar5"
"ACRBP","Acrbp"
"ING4","Ing4"
"ZNF384","Zfp384"
"PIANP","Pianp"
"COPS7A","Cops7a"
"MLF2","Mlf2"
"PTMS","Ptms"
"LAG3","Lag3"
"CD4","Cd4"
"GPR162","Gpr162"
"P3H3","P3h3"
"GNB3","Gnb3"
"CDCA3","Cdca3"
"USP5","Usp5"
"TPI1","Tpi1"
"SPSB2","Spsb2"
"LRRC23","Lrrc23"
"ENO2","Eno2"
"ATN1","Atn1"
"C12orf57","Grcc10"
"PTPN6","Ptpn6"
"PHB2","Phb2"
"EMG1","Emg1"
"LPCAT3","Lpcat3"
"C1RL","C1rl"
"CLSTN3","Clstn3"
"PEX5","Pex5"
"CD163","Cd163"
"FOXJ2","Foxj2"
"C3AR1","C3ar1"
"NECAP1","Necap1"
"CLEC4A","Clec4a1"
"CLEC4D","Clec4d"
"CLEC4E","Clec4e"
"AICDA","Aicda"
"MFAP5","Mfap5"
"RIMKLB","Rimklb"
"PHC1","Phc1"
"M6PR","M6pr"
"KLRG1","Klrg1"
"A2M","A2m"
"CD69","Cd69"
"CLEC12A","Clec12a"
"CLEC1B","Clec1b"
"CLEC12B","Clec12b"
"CLEC9A","Clec9a"
"CLEC1A","Clec1a"
"CLEC7A","Clec7a"
"OLR1","Olr1"
"TMEM52B","Tmem52b"
"GABARAPL1","Gabarapl1"
"KLRD1","Klrd1"
"KLRK1","Klrk1"
"MAGOHB","Magohb"
"STYK1","Styk1"
"YBX3","Ybx3"
"SMIM10L1","Smim10l1"
"ETV6","Etv6"
"BCL2L14","Bcl2l14"
"LRP6","Lrp6"
"MANSC1","Mansc1"
"BORCS5","Borcs5"
"DUSP16","Dusp16"
"CREBL2","Crebl2"
"CDKN1B","Cdkn1b"
"APOLD1","Apold1"
"DDX47","Ddx47"
"GPRC5A","Gprc5a"
"HEBP1","Hebp1"
"FAM234B","Fam234b"
"EMP1","Emp1"
"ATF7IP","Atf7ip"
"PLBD1","Plbd1"
"H2AFJ","H2aj"
"C12orf60","BC049715"
"SMCO3","Smco3"
"ART4","Art4"
"MGP","Mgp"
"ERP27","Erp27"
"ARHGDIB","Arhgdib"
"RERG","Rerg"
"PTPRO","Ptpro"
"EPS8","Eps8"
"STRAP","Strap"
"DERA","Dera"
"MGST1","Mgst1"
"LMO3","Lmo3"
"RERGL","Rergl"
"PLEKHA5","Plekha5"
"AEBP2","Aebp2"
"PDE3A","Pde3a"
"SLCO1C1","Slco1c1"
"SLCO1B3","Slco1b2"
"PYROXD1","Pyroxd1"
"RECQL","Recql"
"GOLT1B","Golt1b"
"SPX","Spx"
"LDHB","Ldhb"
"KCNJ8","Kcnj8"
"ABCC9","Abcc9"
"CMAS","Cmas"
"ST8SIA1","St8sia1"
"C2CD5","C2cd5"
"ETNK1","Etnk1"
"SOX5","Sox5"
"BCAT1","Bcat1"
"ETFRF1","Etfrf1"
"KRAS","Kras"
"RASSF8","Rassf8"
"BHLHE41","Bhlhe41"
"SSPN","Sspn"
"ITPR2","Itpr2"
"INTS13","Ints13"
"FGFR1OP2","Fgfr1op2"
"TM7SF3","Tm7sf3"
"MED21","Med21"
"STK38L","Stk38l"
"ARNTL2","Arntl2"
"SMCO2","Smco2"
"PPFIBP1","Ppfibp1"
"REP15","Rep15"
"MRPS35","Mrps35"
"KLHL42","Klhl42"
"PTHLH","Pthlh"
"CCDC91","Ccdc91"
"FAR2","Far2"
"ERGIC2","Ergic2"
"TMTC1","Tmtc1"
"IPO8","Ipo8"
"CAPRIN2","Caprin2"
"TSPAN11","Tspan11"
"DDX11","Ddx11"
"SINHCAF","Sinhcaf"
"DENND5B","Dennd5b"
"ETFBKMT","Etfbkmt"
"AMN1","Amn1"
"RESF1","Resf1"
"BICD1","Bicd1"
"FGD4","Fgd4"
"DNM1L","Dnm1l"
"YARS2","Yars2"
"PKP2","Pkp2"
"CPNE8","Cpne8"
"KIF21A","Kif21a"
"ABCD2","Abcd2"
"SLC2A13","Slc2a13"
"LRRK2","Lrrk2"
"CNTN1","Cntn1"
"PDZRN4","Pdzrn4"
"GXYLT1","Gxylt1"
"YAF2","Yaf2"
"PPHLN1","Pphln1"
"ZCRB1","Zcrb1"
"PRICKLE1","Prickle1"
"PUS7L","Pus7l"
"IRAK4","Irak4"
"TWF1","Twf1"
"TMEM117","Tmem117"
"NELL2","Nell2"
"ANO6","Ano6"
"ARID2","Arid2"
"SCAF11","Scaf11"
"SLC38A1","Slc38a1"
"SLC38A2","Slc38a2"
"SLC38A4","Slc38a4"
"AMIGO2","Amigo2"
"PCED1B","Pced1b"
"RPAP3","Rpap3"
"ENDOU","Endou"
"RAPGEF3","Rapgef3"
"SLC48A1","Slc48a1"
"HDAC7","Hdac7"
"VDR","Vdr"
"TMEM106C","Tmem106c"
"SENP1","Senp1"
"PFKM","Pfkm"
"ASB8","Asb8"
"CCDC184","Ccdc184"
"ZNF641","Zfp641"
"KANSL2","Kansl2"
"CCNT1","Ccnt1"
"ADCY6","Adcy6"
"CACNB3","Cacnb3"
"DDX23","Ddx23"
"RND1","Rnd1"
"CCDC65","Ccdc65"
"FKBP11","Fkbp11"
"ARF3","Arf3"
"WNT10B","Wnt10b"
"PRKAG1","Prkag1"
"KMT2D","Kmt2d"
"RHEBL1","Rhebl1"
"DHH","Dhh"
"LMBR1L","Lmbr1l"
"TUBA1B","Tuba1b"
"TUBA1A","Tuba1a"
"TUBA1C","Tuba1c"
"TROAP","Troap"
"DNAJC22","Dnajc22"
"SPATS2","Spats2"
"KCNH3","Kcnh3"
"MCRS1","Mcrs1"
"PRPF40B","Prpf40b"
"FMNL3","Fmnl3"
"TMBIM6","Tmbim6"
"NCKAP5L","Nckap5l"
"BCDIN3D","Bcdin3d"
"FAIM2","Faim2"
"AQP5","Aqp5"
"RACGAP1","Racgap1"
"ASIC1","Asic1"
"SMARCD1","Smarcd1"
"GPD1","Gpd1"
"COX14","Cox14"
"CERS5","Cers5"
"LIMA1","Lima1"
"LARP4","Larp4"
"DIP2B","Dip2b"
"ATF1","Atf1"
"SLC11A2","Slc11a2"
"LETMD1","Letmd1"
"CSRNP2","Csrnp2"
"TFCP2","Tfcp2"
"POU6F1","Pou6f1"
"DAZAP2","Dazap2"
"SMAGP","Smagp"
"BIN2","Bin2"
"CELA1","Cela1"
"GALNT6","Galnt6"
"SLC4A8","Slc4a8"
"SCN8A","Scn8a"
"FIGNL2","Fignl2"
"ACVRL1","Acvrl1"
"ACVR1B","Acvr1b"
"NR4A1","Nr4a1"
"ATG101","Atg101"
"SMIM41","Smim41"
"KRT80","Krt80"
"KRT7","Krt7"
"KRT1","Krt1"
"KRT4","Krt4"
"KRT79","Krt79"
"KRT8","Krt8"
"KRT18","Krt18"
"EIF4B","Eif4b"
"TNS2","Tns2"
"SPRYD3","Spryd3"
"IGFBP6","Igfbp6"
"CSAD","Csad"
"ZNF740","Zfp740"
"ITGB7","Itgb7"
"RARG","Rarg"
"MFSD5","Mfsd5"
"ESPL1","Espl1"
"PFDN5","Pfdn5"
"AAAS","Aaas"
"SP1","Sp1"
"AMHR2","Amhr2"
"PCBP2","Pcbp2"
"MAP3K12","Map3k12"
"TARBP2","Tarbp2"
"NPFF","Npff"
"ATF7","Atf7"
"ATP5MC2","Atp5g2"
"CALCOCO1","Calcoco1"
"HOXC6","Hoxc6"
"HOXC9","Hoxc9"
"HOXC8","Hoxc8"
"HOXC4","Hoxc4"
"HOXC5","Hoxc5"
"SMUG1","Smug1"
"CBX5","Cbx5"
"HNRNPA1","Hnrnpa1"
"NFE2","Nfe2"
"COPZ1","Copz1"
"ZNF385A","Zfp385a"
"ITGA5","Itga5"
"GTSF1","Gtsf1"
"NCKAP1L","Nckap1l"
"PDE1B","Pde1b"
"PPP1R1A","Ppp1r1a"
"TESPA1","Tespa1"
"METTL7B","Mettl7b"
"ITGA7","Itga7"
"BLOC1S1","Bloc1s1"
"RDH5","Rdh5"
"CD63","Cd63"
"GDF11","Gdf11"
"SARNP","Sarnp"
"ORMDL2","Ormdl2"
"DNAJC14","Dnajc14"
"MMP19","Mmp19"
"PYM1","Pym1"
"DGKA","Dgka"
"PMEL","Pmel"
"CDK2","Cdk2"
"RAB5B","Rab5b"
"SUOX","Suox"
"IKZF4","Ikzf4"
"ERBB3","Erbb3"
"PA2G4","Pa2g4"
"ESYT1","Esyt1"
"ZC3H10","Zc3h10"
"MYL6B","Myl6b"
"MYL6","Myl6"
"SMARCC2","Smarcc2"
"RNF41","Rnf41"
"NABP2","Nabp2"
"ANKRD52","Ankrd52"
"COQ10A","Coq10a"
"CNPY2","Cnpy2"
"PAN2","Pan2"
"IL23A","Il23a"
"STAT2","Stat2"
"TIMELESS","Timeless"
"SPRYD4","Spryd4"
"GLS2","Gls2"
"RBMS2","Rbms2"
"BAZ2A","Baz2a"
"ATP5F1B","Atp5b"
"PTGES3","Ptges3"
"NACA","Naca"
"PRIM1","Prim1"
"HSD17B6","Hsd17b6"
"GPR182","Gpr182"
"ZBTB39","Zbtb39"
"MYO1A","Myo1a"
"NEMP1","Nemp1"
"NAB2","Nab2"
"STAT6","Stat6"
"LRP1","Lrp1"
"NXPH4","Nxph4"
"SHMT2","Shmt2"
"NDUFA4L2","Ndufa4l2"
"STAC3","Stac3"
"R3HDM2","R3hdm2"
"GLI1","Gli1"
"ARHGAP9","Arhgap9"
"MBD6","Mbd6"
"DCTN2","Dctn2"
"PIP4K2C","Pip4k2c"
"DTX3","Dtx3"
"ARHGEF25","Arhgef25"
"B4GALNT1","B4galnt1"
"OS9","Os9"
"AGAP2","Agap2"
"TSPAN31","Tspan31"
"CDK4","Cdk4"
"CYP27B1","Cyp27b1"
"METTL1","Mettl1"
"EEF1AKMT3","Eef1akmt3"
"TSFM","Tsfm"
"AVIL","Avil"
"CTDSP2","Ctdsp2"
"ATP23","Atp23"
"LRIG3","Lrig3"
"SLC16A7","Slc16a7"
"TAFA2","Tafa2"
"USP15","Usp15"
"MON2","Mon2"
"PPM1H","Ppm1h"
"AVPR1A","Avpr1a"
"DPY19L2","Dpy19l2"
"RXYLT1","Rxylt1"
"SRGAP1","Srgap1"
"XPOT","Xpot"
"TBK1","Tbk1"
"RASSF3","Rassf3"
"GNS","Gns"
"TBC1D30","Tbc1d30"
"WIF1","Wif1"
"LEMD3","Lemd3"
"MSRB3","Msrb3"
"HMGA2","Hmga2"
"LLPH","Llph"
"TMBIM4","Tmbim4"
"IRAK3","Irak3"
"HELB","Helb"
"GRIP1","Grip1"
"CAND1","Cand1"
"DYRK2","Dyrk2"
"IFNG","Ifng"
"MDM1","Mdm1"
"RAP1B","Rap1b"
"NUP107","Nup107"
"SLC35E3","Slc35e3"
"MDM2","Mdm2"
"CPM","Cpm"
"CPSF6","Cpsf6"
"YEATS4","Yeats4"
"FRS2","Frs2"
"CCT2","Cct2"
"RAB3IP","Rab3ip"
"MYRFL","Myrfl"
"CNOT2","Cnot2"
"KCNMB4","Kcnmb4"
"PTPRB","Ptprb"
"PTPRR","Ptprr"
"TSPAN8","Tspan8"
"LGR5","Lgr5"
"ZFC3H1","Zfc3h1"
"THAP2","Thap2"
"TMEM19","Tmem19"
"RAB21","Rab21"
"TBC1D15","Tbc1d15"
"TRHDE","Trhde"
"ATXN7L3B","Atxn7l3b"
"CAPS2","Caps2"
"GLIPR1L2","Glipr1l2"
"GLIPR1","Glipr1"
"KRR1","Krr1"
"PHLDA1","Phlda1"
"NAP1L1","Nap1l1"
"BBS10","Bbs10"
"OSBPL8","Osbpl8"
"ZDHHC17","Zdhhc17"
"CSRP2","Csrp2"
"E2F7","E2f7"
"NAV3","Nav3"
"SYT1","Syt1"
"PAWR","Pawr"
"PPP1R12A","Ppp1r12a"
"OTOGL","Otogl"
"PTPRQ","Ptprq"
"LIN7A","Lin7a"
"ACSS3","Acss3"
"PPFIA2","Ppfia2"
"CCDC59","Ccdc59"
"METTL25","Mettl25"
"TMTC2","Tmtc2"
"LRRIQ1","Lrriq1"
"RASSF9","Rassf9"
"NTS","Nts"
"MGAT4C","Mgat4c"
"C12orf29","4930430F08Rik"
"CEP290","Cep290"
"TMTC3","Tmtc3"
"KITLG","Kitl"
"DUSP6","Dusp6"
"POC1B","Poc1b"
"GALNT4","Galnt4"
"ATP2B1","Atp2b1"
"EPYC","Epyc"
"KERA","Kera"
"LUM","Lum"
"DCN","Dcn"
"BTG1","Btg1"
"EEA1","Eea1"
"NUDT4","Nudt4"
"MRPL42","Mrpl42"
"SOCS2","Socs2"
"CRADD","Cradd"
"PLXNC1","Plxnc1"
"CEP83","Cep83"
"TMCC3","Tmcc3"
"NDUFA12","Ndufa12"
"NR2C1","Nr2c1"
"FGD6","Fgd6"
"VEZT","Vezt"
"METAP2","Metap2"
"USP44","Usp44"
"NTN4","Ntn4"
"SNRPF","Snrpf"
"AMDHD1","Amdhd1"
"HAL","Hal"
"LTA4H","Lta4h"
"ELK3","Elk3"
"CDK17","Cdk17"
"CFAP54","Cfap54"
"NEDD1","Nedd1"
"TMPO","Tmpo"
"SLC25A3","Slc25a3"
"IKBIP","Ikbip"
"APAF1","Apaf1"
"ANKS1B","Anks1b"
"UHRF1BP1L","Uhrf1bp1l"
"ACTR6","Actr6"
"SCYL2","Scyl2"
"SLC17A8","Slc17a8"
"GAS2L3","Gas2l3"
"ANO4","Ano4"
"SLC5A8","Slc5a8"
"UTP20","Utp20"
"ARL1","Arl1"
"CHPT1","Chpt1"
"GNPTAB","Gnptab"
"DRAM1","Dram1"
"WASHC3","Washc3"
"NUP37","Nup37"
"PARPBP","Parpbp"
"PMCH","Pmch"
"IGF1","Igf1"
"STAB2","Stab2"
"NT5DC3","Nt5dc3"
"HSP90B1","Hsp90b1"
"TDG","Tdg"
"GLT8D2","Glt8d2"
"HCFC2","Hcfc2"
"NFYB","Nfyb"
"TXNRD1","Txnrd1"
"EID3","Eid3"
"CHST11","Chst11"
"SLC41A2","Slc41a2"
"ALDH1L2","Aldh1l2"
"WASHC4","Washc4"
"APPL2","Appl2"
"C12orf75","1500009L16Rik"
"NUAK1","Nuak1"
"CKAP4","Ckap4"
"TCP11L2","Tcp11l2"
"POLR3B","Polr3b"
"RIC8B","Ric8b"
"TMEM263","Tmem263"
"MTERF2","Mterf2"
"CRY1","Cry1"
"BTBD11","Btbd11"
"PWP1","Pwp1"
"PRDM4","Prdm4"
"WSCD2","Wscd2"
"CMKLR1","Cmklr1"
"FICD","Ficd"
"SART3","Sart3"
"TMEM119","Tmem119"
"SELPLG","Selplg"
"CORO1C","Coro1c"
"SSH1","Ssh1"
"USP30","Usp30"
"ALKBH2","Alkbh2"
"UNG","Ung"
"ACACB","Acacb"
"MYO1H","Myo1h"
"KCTD10","Kctd10"
"UBE3B","Ube3b"
"MMAB","Mmab"
"MVK","Mvk"
"FAM222A","Fam222a"
"TRPV4","Trpv4"
"GLTP","Gltp"
"GIT2","Git2"
"ANKRD13A","Ankrd13a"
"IFT81","Ift81"
"ATP2A2","Atp2a2"
"ANAPC7","Anapc7"
"ARPC3","Arpc3"
"GPN3","Gpn3"
"FAM216A","Fam216a"
"VPS29","Vps29"
"RAD9B","Rad9b"
"PPTC7","Pptc7"
"TCTN1","Tctn1"
"HVCN1","Hvcn1"
"PPP1CC","Ppp1cc"
"CUX2","Cux2"
"PHETA1","Pheta1"
"SH2B3","Sh2b3"
"ATXN2","Atxn2"
"BRAP","Brap"
"ALDH2","Aldh2"
"MAPKAPK5","Mapkapk5"
"TMEM116","Tmem116"
"ERP29","Erp29"
"NAA25","Naa25"
"TRAFD1","Trafd1"
"HECTD4","Hectd4"
"PTPN11","Ptpn11"
"RPH3A","Rph3a"
"OAS3","Oas3"
"OAS2","Oas2"
"DTX1","Dtx1"
"RASAL1","Rasal1"
"CFAP73","Cfap73"
"DDX54","Ddx54"
"RITA1","Rita1"
"IQCD","Iqcd"
"TPCN1","Tpcn1"
"SLC8B1","Slc8b1"
"PLBD2","Plbd2"
"SDS","Sds"
"SDSL","Sdsl"
"RBM19","Rbm19"
"TBX5","Tbx5"
"TBX3","Tbx3"
"MED13L","Med13l"
"C12orf49","Spring1"
"RNFT2","Rnft2"
"HRK","Hrk"
"FBXW8","Fbxw8"
"FBXO21","Fbxo21"
"NOS1","Nos1"
"KSR2","Ksr2"
"RFC5","Rfc5"
"WSB2","Wsb2"
"VSIG10","Vsig10"
"PEBP1","Pbp2"
"TAOK3","Taok3"
"SUDS3","Suds3"
"HSPB8","Hspb8"
"CCDC60","Ccdc60"
"TMEM233","Tmem233"
"PRKAB1","Prkab1"
"CIT","Cit"
"BICDL1","Bicdl1"
"RAB35","Rab35"
"GCN1","Gcn1"
"PXN","Pxn"
"SIRT4","Sirt4"
"PLA2G1B","Pla2g1b"
"MSI1","Msi1"
"COX6A1","Cox6a1"
"TRIAP1","Triap1"
"GATC","Gatc"
"SRSF9","Srsf9"
"DYNLL1","Dynll1"
"COQ5","Coq5"
"RNF10","Rnf10"
"POP5","Pop5"
"CABP1","Cabp1"
"MLEC","Mlec"
"UNC119B","Unc119b"
"ACADS","Acads"
"SPPL3","Sppl3"
"C12orf43","2210016L21Rik"
"OASL","Oasl1"
"P2RX7","P2rx7"
"P2RX4","P2rx4"
"CAMKK2","Camkk2"
"ANAPC5","Anapc5"
"RNF34","Rnf34"
"KDM2B","Kdm2b"
"ORAI1","Orai1"
"MORN3","Morn3"
"TMEM120B","Tmem120b"
"RHOF","Rhof"
"SETD1B","Setd1b"
"HPD","Hpd"
"PSMD9","Psmd9"
"BCL7A","Bcl7a"
"MLXIP","Mlxip"
"LRRC43","Lrrc43"
"B3GNT4","B3gnt4"
"DIABLO","Diablo"
"VPS33A","Vps33a"
"CLIP1","Clip1"
"ZCCHC8","Zcchc8"
"RSRC2","Rsrc2"
"KNTC1","Kntc1"
"HCAR1","Hcar1"
"DENR","Denr"
"CCDC62","Ccdc62"
"HIP1R","Hip1r"
"VPS37B","Vps37b"
"ABCB9","Abcb9"
"OGFOD2","Ogfod2"
"ARL6IP4","Arl6ip4"
"PITPNM2","Pitpnm2"
"MPHOSPH9","Mphosph9"
"SBNO1","Sbno1"
"KMT5A","Kmt5a"
"RILPL2","Rilpl2"
"SNRNP35","Snrnp35"
"RILPL1","Rilpl1"
"TMED2","Tmed2"
"DDX55","Ddx55"
"EIF2B1","Eif2b1"
"GTF2H3","Gtf2h3"
"TCTN2","Tctn2"
"ATP6V0A2","Atp6v0a2"
"DNAH10","Dnah10"
"CCDC92","Ccdc92"
"ZNF664","Zfp664"
"RFLNA","Rflna"
"NCOR2","Ncor2"
"SCARB1","Scarb1"
"UBC","Ubc"
"DHX37","Dhx37"
"BRI3BP","Bri3bp"
"AACS","Aacs"
"TMEM132C","Tmem132c"
"SLC15A4","Slc15a4"
"GLT1D1","Glt1d1"
"TMEM132D","Tmem132d"
"FZD10","Fzd10"
"RIMBP2","Rimbp2"
"STX2","Stx2"
"ADGRD1","Adgrd1"
"SFSWAP","Sfswap"
"MMP17","Mmp17"
"ULK1","Ulk1"
"PUS1","Pus1"
"EP400","Ep400"
"DDX51","Ddx51"
"NOC4L","Noc4l"
"FBRSL1","Fbrsl1"
"LRCOL1","Lrcol1"
"P2RX2","P2rx2"
"POLE","Pole"
"PXMP2","Pxmp2"
"PGAM5","Pgam5"
"ANKLE2","Ankle2"
"GOLGA3","Golga3"
"CHFR","Chfr"
"ZNF605","Zfp605"
"TPTE2","Tpte"
"MPHOSPH8","Mphosph8"
"PSPC1","Pspc1"
"ZMYM5","Zmym5"
"ZMYM2","Zmym2"
"GJB2","Gjb2"
"CRYL1","Cryl1"
"IFT88","Ift88"
"IL17D","Il17d"
"EEF1AKMT1","Eef1akmt1"
"XPO4","Xpo4"
"LATS2","Lats2"
"SKA3","Ska3"
"MRPL57","Mrpl57"
"ZDHHC20","Zdhhc20"
"MICU2","Micu2"
"FGF9","Fgf9"
"SGCG","Sgcg"
"SACS","Sacs"
"TNFRSF19","Tnfrsf19"
"MIPEP","Mipep"
"SPATA13","Spata13"
"PARP4","Parp4"
"ATP12A","Atp12a"
"CENPJ","Cenpj"
"MTMR6","Mtmr6"
"NUP58","Gm49336"
"ATP8A2","Atp8a2"
"SHISA2","Shisa2"
"RNF6","Rnf6"
"CDK8","Cdk8"
"WASF3","Wasf3"
"USP12","Usp12"
"RASL11A","Rasl11a"
"GTF3A","Gtf3a"
"MTIF3","Mtif3"
"LNX2","Lnx2"
"POLR1D","Polr1d"
"FLT3","Flt3"
"PAN3","Pan3"
"FLT1","Flt1"
"POMP","Pomp"
"SLC46A3","Slc46a3"
"SLC7A1","Slc7a1"
"UBL3","Ubl3"
"KATNAL1","Katnal1"
"UBE2L5","Ube2l3"
"USPL1","Uspl1"
"ALOX5AP","Alox5ap"
"MEDAG","Medag"
"TEX26","Tex26"
"HSPH1","Hsph1"
"B3GLCT","B3glct"
"FRY","Fry"
"BRCA2","Brca2"
"N4BP2L1","N4bp2l1"
"N4BP2L2","N4bp2l2"
"PDS5B","Pds5b"
"KL","Kl"
"STARD13","Stard13"
"RFC3","Rfc3"
"NBEA","Nbea"
"DCLK1","Dclk1"
"CCDC169","Ccdc169"
"SPART","Spg20"
"CCNA1","Ccna1"
"SERTM1","Sertm1"
"RFXAP","Rfxap"
"ALG5","Alg5"
"EXOSC8","Exosc8"
"SUPT20H","Supt20"
"POSTN","Postn"
"TRPC4","Trpc4"
"UFM1","Ufm1"
"FREM2","Frem2"
"STOML3","Stoml3"
"PROSER1","Proser1"
"NHLRC3","Nhlrc3"
"LHFPL6","Lhfp"
"COG6","Cog6"
"FOXO1","Foxo1"
"MRPS31","Mrps31"
"SLC25A15","Slc25a15"
"ELF1","Elf1"
"WBP4","Wbp4"
"KBTBD6","Kbtbd6"
"KBTBD7","Kbtbd7"
"MTRF1","Mtrf1"
"NAA16","Naa16"
"RGCC","Rgcc"
"VWA8","Vwa8"
"DGKH","Dgkh"
"AKAP11","Akap11"
"TNFSF11","Tnfsf11"
"FAM216B","Fam216b"
"EPSTI1","Epsti1"
"DNAJC15","Dnajc15"
"ENOX1","Enox1"
"CCDC122","Ccdc122"
"LACC1","Lacc1"
"SERP2","Serp2"
"TSC22D1","Tsc22d1"
"NUFIP1","Nufip1"
"GTF2F2","Gtf2f2"
"TPT1","Tpt1"
"SLC25A30","Slc25a30"
"COG3","Cog3"
"SIAH3","Siah3"
"ZC3H13","Zc3h13"
"CPB2","Cpb2"
"LCP1","Lcp1"
"LRRC63","Lrrc63"
"RUBCNL","Rubcnl"
"LRCH1","Lrch1"
"ESD","Esd"
"HTR2A","Htr2a"
"SUCLA2","Sucla2"
"NUDT15","Nudt15"
"MED4","Med4"
"ITM2B","Itm2b"
"RB1","Rb1"
"LPAR6","Lpar6"
"RCBTB2","Rcbtb2"
"FNDC3A","Fndc3a"
"CDADC1","Cdadc1"
"CAB39L","Cab39l"
"SETDB2","Setdb2"
"RCBTB1","Rcbtb1"
"ARL11","Arl11"
"EBPL","Ebpl"
"KPNA3","Kpna3"
